package0,package1,package2,package3,package4,algorithm0,algorithm1,algorithm2,algorithm3,nvertices,nedges,nthreads,Nodes.in.largest.WCC,Edges.in.largest.WCC,Nodes.in.largest.SCC,Edges.in.largest.SCC,Average.clustering.coefficient,Number.of.triangles,Fraction.of.closed.triangles,Diameter..longest.shortest.path.,X90.percentile.effective.diameter,runtime
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3774768,16518948,16,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.1875059375
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3774768,16518948,16,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.808068125
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3774768,16518948,16,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,6.09993375
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3774768,16518948,16,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,4.537408125
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3774768,16518948,16,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,5.275
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3774768,16518948,16,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.009630625
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3774768,16518948,16,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.001397371625
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3774768,16518948,16,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.1537109375
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3774768,16518948,16,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.956250125
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3774768,16518948,24,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.02696
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3774768,16518948,24,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,5.109604375e-05
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3774768,16518948,24,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.15071475
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3774768,16518948,24,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.63744125
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3774768,16518948,24,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,5.5150475
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3774768,16518948,24,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,3.557500625
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3774768,16518948,24,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,4.3125
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3774768,16518948,24,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.014388125
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3774768,16518948,24,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.001438513375
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3774768,16518948,24,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.1210668125
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3774768,16518948,24,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.78124975
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3774768,16518948,32,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.02877625
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3774768,16518948,32,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.0002412054375
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3774768,16518948,32,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.2682621875
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3774768,16518948,32,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.6200975
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3774768,16518948,32,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,5.292059375
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3774768,16518948,32,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,5.063819375
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3774768,16518948,32,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,3.91875
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3774768,16518948,32,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.057325
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3774768,16518948,32,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.001632884375
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3774768,16518948,32,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.18883475
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3774768,16518948,32,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.7312498125
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3774768,16518948,40,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.028775
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3774768,16518948,40,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.000344201875
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3774768,16518948,40,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.304813125
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3774768,16518948,40,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.6198475
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3774768,16518948,40,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,5.159355625
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3774768,16518948,40,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,5.368960625
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3774768,16518948,40,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,3.85625
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3774768,16518948,40,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.076899375
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3774768,16518948,40,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.00167337
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3774768,16518948,40,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.262274
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3774768,16518948,40,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.7687498125
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3774768,16518948,48,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.029416875
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3774768,16518948,48,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.0003870129375
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3774768,16518948,48,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.45161
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3774768,16518948,48,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.6303775
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3774768,16518948,48,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,5.168606875
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3774768,16518948,48,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,5.200305625
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3774768,16518948,48,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,4.01875
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3774768,16518948,48,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.09256875
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3774768,16518948,48,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.001746863125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3774768,16518948,48,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.3619615
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3774768,16518948,48,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.7312499375
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3774768,16518948,56,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.030075
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3774768,16518948,56,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.000420004125
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3774768,16518948,56,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.45156825
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3774768,16518948,56,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.625585625
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3774768,16518948,56,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,5.31338625
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3774768,16518948,56,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,6.06127
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3774768,16518948,56,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,4.19375
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3774768,16518948,56,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.10973625
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3774768,16518948,56,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.00192585375
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3774768,16518948,56,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.4623783125
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3774768,16518948,56,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.7249998125
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,685230,7600595,1,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.03368
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,685230,7600595,1,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,1.057982625e-06
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,685230,7600595,1,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.1804795
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,685230,7600595,1,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.707109375
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,685230,7600595,1,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,3.98427375
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,685230,7600595,1,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,4.157635625
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,685230,7600595,1,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,22.625
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,685230,7600595,1,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.036961875
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,685230,7600595,1,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,6.40749375e-07
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,685230,7600595,1,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.2107339375
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,685230,7600595,1,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.475
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,685230,7600595,2,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.020029375
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,685230,7600595,2,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,1.4424348125e-05
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,685230,7600595,2,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.122304875
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,685230,7600595,2,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.557155
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,685230,7600595,2,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,5.487545
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,685230,7600595,2,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,2.24331125
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,685230,7600595,2,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,23.5125
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,685230,7600595,2,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.049894375
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,685230,7600595,2,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.0005127789375
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,685230,7600595,2,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.130733625
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,685230,7600595,2,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.475
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,685230,7600595,4,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.0118075
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,685230,7600595,4,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,1.9103294375e-05
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,685230,7600595,4,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.0764064375
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,685230,7600595,4,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.29252625
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,685230,7600595,4,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,3.582555625
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,685230,7600595,4,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,1.23606625
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,685230,7600595,4,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,23.50625
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,685230,7600595,4,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.04679875
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,685230,7600595,4,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.0005232840625
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,685230,7600595,4,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.0796415625
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,685230,7600595,4,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.4875
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,685230,7600595,8,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.008010625
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,685230,7600595,8,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,2.4497520625e-05
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,685230,7600595,8,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.0587545625
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,685230,7600595,8,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.159711875
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,685230,7600595,8,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,3.112103125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,685230,7600595,8,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.69946425
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,685230,7600595,8,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,15.80625
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,685230,7600595,8,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.062801875
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,685230,7600595,8,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.0005430583125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,685230,7600595,8,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.061261375
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,685230,7600595,8,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.38125
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,685230,7600595,16,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.007366875
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,685230,7600595,16,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,3.501775625e-05
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,685230,7600595,16,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.0480485
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,685230,7600595,16,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.08843625
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,685230,7600595,16,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,2.59440875
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,685230,7600595,16,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.454592875
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,685230,7600595,16,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,13.2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,685230,7600595,16,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.1016075
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,685230,7600595,16,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.000549734
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,685230,7600595,16,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.0481425625
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,685230,7600595,16,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.4375
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,685230,7600595,24,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.00800125
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,685230,7600595,24,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,4.641710625e-05
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,685230,7600595,24,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.04407025
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,685230,7600595,24,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.073825
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,685230,7600595,24,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,2.612239375
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,685230,7600595,24,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.373336375
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,685230,7600595,24,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,12.8625
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,685230,7600595,24,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.140941875
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,685230,7600595,24,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.000566989125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,685230,7600595,24,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.0445143125
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,685230,7600595,24,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.50625
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,685230,7600595,32,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.020565
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,685230,7600595,32,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.00025008625
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,685230,7600595,32,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.0534410625
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,685230,7600595,32,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.077234375
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,685230,7600595,32,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,2.488183125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,685230,7600595,32,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.5152743125
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,685230,7600595,32,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,14.25625
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,685230,7600595,32,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.552584375
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,685230,7600595,32,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.000775515875
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,685230,7600595,32,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.056836625
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,685230,7600595,32,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.55
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,685230,7600595,40,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.02428625
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,685230,7600595,40,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.0003204046875
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,685230,7600595,40,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.082189375
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,685230,7600595,40,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.076079375
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,685230,7600595,40,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,2.39942875
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,685230,7600595,40,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.6783010625
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,685230,7600595,40,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,17.8125
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,685230,7600595,40,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.717016875
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,685230,7600595,40,0.956,0.987,0.489,0.595,0.5967,64690980.0,0.002746,514.0,9.9,0.0009067804375
