package,algorithm,nvertices,nedges,nthreads,Nodes.in.largest.WCC,Edges.in.largest.WCC,Nodes.in.largest.SCC,Edges.in.largest.SCC,Average.clustering.coefficient,Number.of.triangles,Fraction.of.closed.triangles,Diameter..longest.shortest.path.,X90.percentile.effective.diameter,runtime
PowerGraph,TC,1048576,16777216,1,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,47.39994
GAP,TC,1048576,16777216,1,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,15.03759
GraphBIG,TC,1048576,16777216,1,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,118.0102
GraphMat,TC,1048576,16777216,1,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,45.45457
PowerGraph,TC,1048576,16777216,1,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,47.0601
GAP,TC,1048576,16777216,1,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,14.06506
GraphBIG,TC,1048576,16777216,1,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,116.7124
GraphMat,TC,1048576,16777216,1,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,41.77679
PowerGraph,TC,1048576,16777216,1,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,46.29816
GAP,TC,1048576,16777216,1,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,14.09007
GraphBIG,TC,1048576,16777216,1,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,118.845
GraphMat,TC,1048576,16777216,1,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,42.81568
PowerGraph,TC,1048576,16777216,1,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,47.74106
GAP,TC,1048576,16777216,1,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,14.09244
GraphBIG,TC,1048576,16777216,1,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,117.9658
GraphMat,TC,1048576,16777216,1,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,44.76422
PowerGraph,TC,1048576,16777216,1,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,45.9699
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,7.75283
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,106.1958
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,25.37536538
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,46.16026
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,7.57501
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,24.714
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,8.46032
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,92.74734
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,25.24141154
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,46.16146
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,7.78948
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,93.83536
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,25.73527692
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,47.98362
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,7.67445
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,91.11676
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,25.72767308
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,45.46982
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,8.07867
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,26.27922857
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,7.98261
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,93.48182
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,25.37551154
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,46.44534
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,7.67028
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,96.4692
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,25.47822692
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,46.24018
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,7.83405
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,93.9751
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,25.28027308
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,46.48886
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,7.32178
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,94.44066
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,25.15623462
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,45.1507
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,7.81561
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,96.48268
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,25.99272692
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,45.70794
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,7.90869
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,92.15462
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,25.22820385
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,45.92294
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,7.69567
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,95.09128
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,25.40835769
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,46.08038
GAP,TC,1048576,16777216,2,nan,NA,NA,NA,NA,NA,NA,NA,NA,7.9236
GraphBIG,TC,1048576,16777216,2,nan,NA,NA,NA,NA,NA,NA,NA,NA,94.44628
GraphMat,TC,1048576,16777216,2,nan,NA,NA,NA,NA,NA,NA,NA,NA,25.2278619
PowerGraph,TC,1048576,16777216,2,nan,NA,NA,NA,NA,NA,NA,NA,NA,45.8077
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,8.46626
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,95.43458
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,26.07264231
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,46.75286
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,7.69427
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,91.12588
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,25.74642857
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,46.06332
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,7.69896
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,93.75052
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,25.91542381
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,48.07432
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,8.31452
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,93.8665
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,25.6235
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,46.25402
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,7.93835
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,92.2764
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,26.35164
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,47.3902
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,8.25702
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,93.20026
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,25.60733846
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,47.3826
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,8.05813
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,94.58804
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,26.64024231
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,48.38764
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,7.56321
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,91.80724
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,25.24642692
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,47.76822
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,7.59421
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,25.92405714
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,7.7468
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,91.78632
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,25.94073462
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,46.40902
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,7.70148
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,94.04638
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,25.76468077
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,45.42864
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,8.00031
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,100.1905
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,26.35162308
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,47.36854
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,8.47751
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,91.30314
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,26.23349231
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,45.9765
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,7.80321
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,95.00638
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,26.14937308
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,48.59868
GAP,TC,1048576,16777216,2,nan,NA,NA,NA,NA,NA,NA,NA,NA,7.92398
GraphBIG,TC,1048576,16777216,2,nan,NA,NA,NA,NA,NA,NA,NA,NA,101.967
GraphMat,TC,1048576,16777216,2,nan,NA,NA,NA,NA,NA,NA,NA,NA,25.90658846
PowerGraph,TC,1048576,16777216,2,nan,NA,NA,NA,NA,NA,NA,NA,NA,49.16716
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,8.05926
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,93.37662
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,25.73181923
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,46.5432
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,8.45307
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,93.916
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,25.80364231
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,45.4911
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,8.01066
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,92.19866
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,25.10445
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,46.7716
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,8.30396
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,92.89222
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,24.88035769
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,48.37822
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,8.43271
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,92.82506
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,25.27066154
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,50.09884
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,9.17113
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,104.67312
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,24.74148846
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,46.82664
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,7.91528
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,93.00858
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,25.58982308
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,46.76884
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,7.81226
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,95.13842
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,26.09279615
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,46.41546
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,8.04065
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,95.85284
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,25.18369
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,47.0874
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,8.67669
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,91.52766
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,25.95368
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,47.46518
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,7.33754
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,92.1964
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,26.55076
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,49.1766
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,7.86984
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,90.85048
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,24.13551154
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,46.3581
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,7.57378
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,91.42448
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,24.55855385
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,47.0659
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,7.69241
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,92.23752
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,25.12413
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,46.06012
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,7.25964
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,92.16576
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,25.65756
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,46.70682
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,7.75579
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,94.80492
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,26.04012
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,46.70592
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,7.8505
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,94.28784
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,25.83461
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,47.13032
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,7.43984
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,92.16312
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,26.08463
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,48.69526
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,7.25003
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,92.627
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,25.39329
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,47.0127
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,7.57655
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,93.57556
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,26.36528
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,46.41174
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,7.88249
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,91.52736
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,26.45304
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,50.07632
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,7.92805
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,94.86898
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,26.62632
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,47.09488
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,7.98385
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,92.62646
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,25.59467
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,45.56668
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,7.5058
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,93.05728
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,26.54663
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,48.0015
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,7.42678
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,97.26126
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,25.03876
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,47.31334
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,7.68923
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,94.3844
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,25.10342
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,47.6772
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,7.40895
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,94.54584
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,25.40644
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,48.3468
GAP,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,7.25912
GraphBIG,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,101.83856
GraphMat,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,25.30141
PowerGraph,TC,1048576,16777216,2,645269,15699496,645269,15699496,0.0957,423625371,0.01322,7,3.6,46.12248
