dataset,package,algorithm,nvertices,nedges,nthreads,Nodes.in.largest.WCC,Edges.in.largest.WCC,Nodes.in.largest.SCC,Edges.in.largest.SCC,Average.clustering.coefficient,Number.of.triangles,Fraction.of.closed.triangles,Diameter..longest.shortest.path.,X90.percentile.effective.diameter,runtime
parsed-kron-20_0.1_0.1_0.3-1.csv,GAP,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,14.1097
parsed-kron-20_0.1_0.1_0.3-1.csv,GraphBIG,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,125.5382
parsed-kron-20_0.1_0.1_0.3-1.csv,GraphMat,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,42.87699615
parsed-kron-20_0.1_0.1_0.3-1.csv,PowerGraph,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,46.00508
parsed-kron-20_0.1_0.1_0.4-1.csv,GAP,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,14.04696
parsed-kron-20_0.1_0.1_0.4-1.csv,GraphBIG,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,117.3574
parsed-kron-20_0.1_0.1_0.4-1.csv,GraphMat,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,42.38454615
parsed-kron-20_0.1_0.1_0.4-1.csv,PowerGraph,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,46.1443
parsed-kron-20_0.1_0.1_0.5-1.csv,GAP,TC,1048576,16777216,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.06989
parsed-kron-20_0.1_0.1_0.5-1.csv,GraphBIG,TC,1048576,16777216,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.6738
parsed-kron-20_0.1_0.1_0.5-1.csv,GraphMat,TC,1048576,16777216,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.5647381
parsed-kron-20_0.1_0.1_0.5-1.csv,PowerGraph,TC,1048576,16777216,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.93708
parsed-kron-20_0.1_0.2_0.0-1.csv,GAP,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,14.08135
parsed-kron-20_0.1_0.2_0.0-1.csv,GraphBIG,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,119.2614
parsed-kron-20_0.1_0.2_0.0-1.csv,GraphMat,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,42.76953077
parsed-kron-20_0.1_0.2_0.0-1.csv,PowerGraph,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,47.69522
parsed-kron-20_0.1_0.2_0.1-1.csv,GAP,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,14.09008
parsed-kron-20_0.1_0.2_0.1-1.csv,GraphBIG,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,119.4854
parsed-kron-20_0.1_0.2_0.1-1.csv,GraphMat,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,42.53727143
parsed-kron-20_0.1_0.2_0.1-1.csv,PowerGraph,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,48.52262
parsed-kron-20_0.1_0.2_0.2-1.csv,GAP,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,14.09655
parsed-kron-20_0.1_0.2_0.2-1.csv,GraphBIG,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,117.5616
parsed-kron-20_0.1_0.2_0.2-1.csv,GraphMat,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,43.14918571
parsed-kron-20_0.1_0.2_0.2-1.csv,PowerGraph,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,46.2664
parsed-kron-20_0.2_0.0_0.0-1.csv,GAP,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,14.09634
parsed-kron-20_0.2_0.0_0.0-1.csv,GraphBIG,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,118.3322
parsed-kron-20_0.2_0.0_0.0-1.csv,GraphMat,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,44.15838077
parsed-kron-20_0.2_0.0_0.0-1.csv,PowerGraph,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,47.35952
parsed-kron-20_0.2_0.0_0.1-1.csv,GAP,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,14.08744
parsed-kron-20_0.2_0.0_0.1-1.csv,GraphBIG,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,119.3
parsed-kron-20_0.2_0.0_0.1-1.csv,GraphMat,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,44.0671
parsed-kron-20_0.2_0.0_0.1-1.csv,PowerGraph,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,46.9662
parsed-kron-20_0.2_0.0_0.2-1.csv,GAP,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,14.08024
parsed-kron-20_0.2_0.0_0.2-1.csv,GraphBIG,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,118.4462
parsed-kron-20_0.2_0.0_0.2-1.csv,GraphMat,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,43.31873077
parsed-kron-20_0.2_0.0_0.2-1.csv,PowerGraph,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,46.87144
parsed-kron-20_0.2_0.0_0.3-1.csv,GAP,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,14.11826
parsed-kron-20_0.2_0.0_0.3-1.csv,GraphBIG,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,117.638
parsed-kron-20_0.2_0.0_0.3-1.csv,GraphMat,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,43.02856154
parsed-kron-20_0.2_0.0_0.3-1.csv,PowerGraph,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,47.0891
parsed-kron-20_0.2_0.0_0.4-1.csv,GAP,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,14.74578
parsed-kron-20_0.2_0.0_0.4-1.csv,GraphBIG,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,118.796
parsed-kron-20_0.2_0.0_0.4-1.csv,GraphMat,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,42.73056538
parsed-kron-20_0.2_0.0_0.4-1.csv,PowerGraph,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,46.2416
parsed-kron-20_0.2_0.0_0.5-1.csv,GAP,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,15.92138
parsed-kron-20_0.2_0.0_0.5-1.csv,GraphMat,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,42.35423333
parsed-kron-20_0.2_0.0_0.6-1.csv,GAP,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,14.0428
parsed-kron-20_0.2_0.0_0.6-1.csv,GraphBIG,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,117.9518
parsed-kron-20_0.2_0.0_0.6-1.csv,GraphMat,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,42.73731923
parsed-kron-20_0.2_0.0_0.6-1.csv,PowerGraph,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,48.45834
parsed-kron-20_0.2_0.1_0.0-1.csv,GAP,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,14.45731
parsed-kron-20_0.2_0.1_0.0-1.csv,GraphBIG,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,122.5582
parsed-kron-20_0.2_0.1_0.0-1.csv,GraphMat,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,42.47953077
parsed-kron-20_0.2_0.1_0.0-1.csv,PowerGraph,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,46.39616
parsed-kron-20_0.2_0.1_0.1-1.csv,GAP,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,14.10633
parsed-kron-20_0.2_0.1_0.1-1.csv,GraphBIG,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,117.7328
parsed-kron-20_0.2_0.1_0.1-1.csv,GraphMat,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,42.60127308
parsed-kron-20_0.2_0.1_0.1-1.csv,PowerGraph,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,46.35568
parsed-kron-20_0.2_0.1_0.2-1.csv,GAP,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,14.08166
parsed-kron-20_0.2_0.1_0.2-1.csv,GraphBIG,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,117.4736
parsed-kron-20_0.2_0.1_0.2-1.csv,GraphMat,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,42.99863846
parsed-kron-20_0.2_0.1_0.2-1.csv,PowerGraph,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,47.77468
parsed-kron-20_0.2_0.1_0.3-1.csv,GAP,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,14.10045
parsed-kron-20_0.2_0.1_0.3-1.csv,GraphBIG,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,123.3816
parsed-kron-20_0.2_0.1_0.3-1.csv,GraphMat,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,43.16680385
parsed-kron-20_0.2_0.1_0.3-1.csv,PowerGraph,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,46.57674
parsed-kron-20_0.2_0.1_0.4-1.csv,GAP,TC,1048576,16777216,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.11133
parsed-kron-20_0.2_0.1_0.4-1.csv,GraphBIG,TC,1048576,16777216,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.3218
parsed-kron-20_0.2_0.1_0.4-1.csv,GraphMat,TC,1048576,16777216,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.87200385
parsed-kron-20_0.2_0.1_0.4-1.csv,PowerGraph,TC,1048576,16777216,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.1826
parsed-kron-20_0.2_0.2_0.0-1.csv,GAP,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,14.10363
parsed-kron-20_0.2_0.2_0.0-1.csv,GraphBIG,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,118.5068
parsed-kron-20_0.2_0.2_0.0-1.csv,GraphMat,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,43.63247692
parsed-kron-20_0.2_0.2_0.0-1.csv,PowerGraph,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,46.57798
parsed-kron-20_0.2_0.2_0.1-1.csv,GAP,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,14.10146
parsed-kron-20_0.2_0.2_0.1-1.csv,GraphBIG,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,118.963
parsed-kron-20_0.2_0.2_0.1-1.csv,GraphMat,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,43.55716923
parsed-kron-20_0.2_0.2_0.1-1.csv,PowerGraph,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,45.8995
parsed-kron-20_0.3_0.0_0.0-1.csv,GAP,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,15.40379
parsed-kron-20_0.3_0.0_0.0-1.csv,GraphBIG,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,119.3388
parsed-kron-20_0.3_0.0_0.0-1.csv,GraphMat,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,42.77640385
parsed-kron-20_0.3_0.0_0.0-1.csv,PowerGraph,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,45.18276
parsed-kron-20_0.3_0.0_0.1-1.csv,GAP,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,14.87397
parsed-kron-20_0.3_0.0_0.1-1.csv,GraphBIG,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,117.6854
parsed-kron-20_0.3_0.0_0.1-1.csv,GraphMat,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,42.52286154
parsed-kron-20_0.3_0.0_0.1-1.csv,PowerGraph,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,47.01104
parsed-kron-20_0.3_0.0_0.2-1.csv,GAP,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,14.09342
parsed-kron-20_0.3_0.0_0.2-1.csv,GraphBIG,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,117.5648
parsed-kron-20_0.3_0.0_0.2-1.csv,GraphMat,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,43.01836538
parsed-kron-20_0.3_0.0_0.2-1.csv,PowerGraph,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,48.76628
parsed-kron-20_0.3_0.0_0.3-1.csv,GAP,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,14.08523
parsed-kron-20_0.3_0.0_0.3-1.csv,GraphBIG,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,117.9788
parsed-kron-20_0.3_0.0_0.3-1.csv,GraphMat,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,42.87966923
parsed-kron-20_0.3_0.0_0.3-1.csv,PowerGraph,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,49.53394
parsed-kron-20_0.3_0.0_0.4-1.csv,GAP,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,14.05418
parsed-kron-20_0.3_0.0_0.4-1.csv,GraphBIG,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,117.1872
parsed-kron-20_0.3_0.0_0.4-1.csv,GraphMat,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,42.6585
parsed-kron-20_0.3_0.0_0.4-1.csv,PowerGraph,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,46.75496
parsed-kron-20_0.3_0.0_0.5-1.csv,GAP,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,14.36521
parsed-kron-20_0.3_0.0_0.5-1.csv,GraphBIG,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,118.2418
parsed-kron-20_0.3_0.0_0.5-1.csv,GraphMat,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,43.03891154
parsed-kron-20_0.3_0.0_0.5-1.csv,PowerGraph,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,47.9431
parsed-kron-20_0.3_0.1_0.0-1.csv,GAP,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,14.03293
parsed-kron-20_0.3_0.1_0.0-1.csv,GraphBIG,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,117.3088
parsed-kron-20_0.3_0.1_0.0-1.csv,GraphMat,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,42.98868462
parsed-kron-20_0.3_0.1_0.0-1.csv,PowerGraph,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,46.52902
parsed-kron-20_0.3_0.1_0.1-1.csv,GAP,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,14.65461
parsed-kron-20_0.3_0.1_0.1-1.csv,GraphBIG,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,128.6852
parsed-kron-20_0.3_0.1_0.1-1.csv,GraphMat,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,42.71030769
parsed-kron-20_0.3_0.1_0.1-1.csv,PowerGraph,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,48.39858
parsed-kron-20_0.3_0.1_0.2-1.csv,GAP,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,14.34629
parsed-kron-20_0.3_0.1_0.2-1.csv,GraphBIG,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,136.483
parsed-kron-20_0.3_0.1_0.2-1.csv,GraphMat,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,42.56656154
parsed-kron-20_0.3_0.1_0.2-1.csv,PowerGraph,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,46.3646
parsed-kron-20_0.3_0.1_0.3-1.csv,GAP,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,14.40491
parsed-kron-20_0.3_0.1_0.3-1.csv,GraphBIG,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,119.2614
parsed-kron-20_0.3_0.1_0.3-1.csv,GraphMat,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,41.85099615
parsed-kron-20_0.3_0.1_0.3-1.csv,PowerGraph,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,46.74772
parsed-kron-20_0.3_0.2_0.0-1.csv,GAP,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,14.04711
parsed-kron-20_0.3_0.2_0.0-1.csv,GraphBIG,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,117.2498
parsed-kron-20_0.3_0.2_0.0-1.csv,GraphMat,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,41.79711923
parsed-kron-20_0.3_0.2_0.0-1.csv,PowerGraph,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,46.57242
parsed-kron-20_0.4_0.0_0.0-1.csv,GAP,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,14.03825
parsed-kron-20_0.4_0.0_0.0-1.csv,GraphBIG,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,117.3862
parsed-kron-20_0.4_0.0_0.0-1.csv,GraphMat,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,42.46630385
parsed-kron-20_0.4_0.0_0.0-1.csv,PowerGraph,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,46.63032
parsed-kron-20_0.4_0.0_0.1-1.csv,GAP,TC,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,14.04602
