package,algorithm,nvertices,nedges,nthreads,Nodes.in.largest.WCC,Edges.in.largest.WCC,Nodes.in.largest.SCC,Edges.in.largest.SCC,Average.clustering.coefficient,Number.of.triangles,Fraction.of.closed.triangles,Diameter..longest.shortest.path.,X90.percentile.effective.diameter,runtime
GAP,PageRank,685230,7600595,4,0.956,0.987,0.489,0.595,0.5967,64690980,0.002746,514,9.9,0.29252625
GraphBIG,PageRank,685230,7600595,4,0.956,0.987,0.489,0.595,0.5967,64690980,0.002746,514,9.9,3.582555625
GraphMat,PageRank,685230,7600595,4,0.956,0.987,0.489,0.595,0.5967,64690980,0.002746,514,9.9,1.23606625
PowerGraph,PageRank,685230,7600595,4,0.956,0.987,0.489,0.595,0.5967,64690980,0.002746,514,9.9,23.50625
GAP,PageRank,685230,7600595,8,0.956,0.987,0.489,0.595,0.5967,64690980,0.002746,514,9.9,0.159711875
GraphBIG,PageRank,685230,7600595,8,0.956,0.987,0.489,0.595,0.5967,64690980,0.002746,514,9.9,3.112103125
GraphMat,PageRank,685230,7600595,8,0.956,0.987,0.489,0.595,0.5967,64690980,0.002746,514,9.9,0.69946425
PowerGraph,PageRank,685230,7600595,8,0.956,0.987,0.489,0.595,0.5967,64690980,0.002746,514,9.9,15.80625
GAP,PageRank,685230,7600595,16,0.956,0.987,0.489,0.595,0.5967,64690980,0.002746,514,9.9,0.08843625
GraphBIG,PageRank,685230,7600595,16,0.956,0.987,0.489,0.595,0.5967,64690980,0.002746,514,9.9,2.59440875
GraphMat,PageRank,685230,7600595,16,0.956,0.987,0.489,0.595,0.5967,64690980,0.002746,514,9.9,0.454592875
PowerGraph,PageRank,685230,7600595,16,0.956,0.987,0.489,0.595,0.5967,64690980,0.002746,514,9.9,13.2
GAP,PageRank,685230,7600595,24,0.956,0.987,0.489,0.595,0.5967,64690980,0.002746,514,9.9,0.073825
GraphBIG,PageRank,685230,7600595,24,0.956,0.987,0.489,0.595,0.5967,64690980,0.002746,514,9.9,2.612239375
GraphMat,PageRank,685230,7600595,24,0.956,0.987,0.489,0.595,0.5967,64690980,0.002746,514,9.9,0.373336375
PowerGraph,PageRank,685230,7600595,24,0.956,0.987,0.489,0.595,0.5967,64690980,0.002746,514,9.9,12.8625
GAP,PageRank,685230,7600595,32,0.956,0.987,0.489,0.595,0.5967,64690980,0.002746,514,9.9,0.077234375
GraphBIG,PageRank,685230,7600595,32,0.956,0.987,0.489,0.595,0.5967,64690980,0.002746,514,9.9,2.488183125
GraphMat,PageRank,685230,7600595,32,0.956,0.987,0.489,0.595,0.5967,64690980,0.002746,514,9.9,0.515274313
PowerGraph,PageRank,685230,7600595,32,0.956,0.987,0.489,0.595,0.5967,64690980,0.002746,514,9.9,14.25625
GAP,PageRank,685230,7600595,40,0.956,0.987,0.489,0.595,0.5967,64690980,0.002746,514,9.9,0.076079375
GraphBIG,PageRank,685230,7600595,40,0.956,0.987,0.489,0.595,0.5967,64690980,0.002746,514,9.9,2.39942875
GraphMat,PageRank,685230,7600595,40,0.956,0.987,0.489,0.595,0.5967,64690980,0.002746,514,9.9,0.678301063
PowerGraph,PageRank,685230,7600595,40,0.956,0.987,0.489,0.595,0.5967,64690980,0.002746,514,9.9,17.8125
GAP,PageRank,685230,7600595,48,0.956,0.987,0.489,0.595,0.5967,64690980,0.002746,514,9.9,0.0767525
GraphBIG,PageRank,685230,7600595,48,0.956,0.987,0.489,0.595,0.5967,64690980,0.002746,514,9.9,2.29845
GraphMat,PageRank,685230,7600595,48,0.956,0.987,0.489,0.595,0.5967,64690980,0.002746,514,9.9,0.783903125
PowerGraph,PageRank,685230,7600595,48,0.956,0.987,0.489,0.595,0.5967,64690980,0.002746,514,9.9,21.04375
GAP,PageRank,685230,7600595,56,0.956,0.987,0.489,0.595,0.5967,64690980,0.002746,514,9.9,0.07920375
GraphBIG,PageRank,685230,7600595,56,0.956,0.987,0.489,0.595,0.5967,64690980,0.002746,514,9.9,2.3380775
GraphMat,PageRank,685230,7600595,56,0.956,0.987,0.489,0.595,0.5967,64690980,0.002746,514,9.9,0.983857875
PowerGraph,PageRank,685230,7600595,56,0.956,0.987,0.489,0.595,0.5967,64690980,0.002746,514,9.9,23.85
GAP,PageRank,382219,15038083,1,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,2.454835625
GraphBIG,PageRank,382219,15038083,1,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,17.66945
GraphMat,PageRank,382219,15038083,1,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,9.13671375
PowerGraph,PageRank,382219,15038083,1,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,92.4
GAP,PageRank,382219,15038083,2,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,1.579988125
GraphBIG,PageRank,382219,15038083,2,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,13.71026875
GraphMat,PageRank,382219,15038083,2,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,4.8144275
PowerGraph,PageRank,382219,15038083,2,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,93.9375
GAP,PageRank,382219,15038083,4,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,0.8263425
GraphBIG,PageRank,382219,15038083,4,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,13.869065
GraphMat,PageRank,382219,15038083,4,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,2.27350375
PowerGraph,PageRank,382219,15038083,4,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,88.16875
GAP,PageRank,382219,15038083,8,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,0.447766875
GraphBIG,PageRank,382219,15038083,8,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,13.09473313
GraphMat,PageRank,382219,15038083,8,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,1.402176875
PowerGraph,PageRank,382219,15038083,8,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,43.625
GAP,PageRank,382219,15038083,16,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,0.259543125
GraphBIG,PageRank,382219,15038083,16,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,11.6353
GraphMat,PageRank,382219,15038083,16,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,0.840245063
PowerGraph,PageRank,382219,15038083,16,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,22.85625
GAP,PageRank,382219,15038083,24,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,0.206399375
GraphBIG,PageRank,382219,15038083,24,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,10.931245
GraphMat,PageRank,382219,15038083,24,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,0.636493563
PowerGraph,PageRank,382219,15038083,24,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,16.78125
GAP,PageRank,382219,15038083,32,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,0.209580625
GraphBIG,PageRank,382219,15038083,32,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,10.68126688
GraphMat,PageRank,382219,15038083,32,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,1.18729125
PowerGraph,PageRank,382219,15038083,32,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,17.34375
GAP,PageRank,382219,15038083,40,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,0.20613375
GraphBIG,PageRank,382219,15038083,40,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,10.62268563
GraphMat,PageRank,382219,15038083,40,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,1.54874875
PowerGraph,PageRank,382219,15038083,40,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,24.71875
GAP,PageRank,382219,15038083,48,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,0.2145575
GraphBIG,PageRank,382219,15038083,48,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,10.60313875
GraphMat,PageRank,382219,15038083,48,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,1.78203
PowerGraph,PageRank,382219,15038083,48,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,28.85
GAP,PageRank,382219,15038083,56,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,0.21118625
GraphBIG,PageRank,382219,15038083,56,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,10.53055875
GraphMat,PageRank,382219,15038083,56,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,2.4148425
PowerGraph,PageRank,382219,15038083,56,0.98,0.998,0.98,0.998,0.78,346813199,0.06224,12,4.2,31.95
GraphBIG,PageRank,23132,511764,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.318755141
GraphMat,PageRank,23132,511764,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.188750875
PowerGraph,PageRank,23132,511764,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5
GraphBIG,PageRank,23132,511764,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.124276438
GraphMat,PageRank,23132,511764,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1331735
PowerGraph,PageRank,23132,511764,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5
GraphBIG,PageRank,23132,511764,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.100855425
GraphMat,PageRank,23132,511764,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10844525
PowerGraph,PageRank,23132,511764,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.425
GraphBIG,PageRank,23132,511764,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.090318006
GraphMat,PageRank,23132,511764,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.079471688
PowerGraph,PageRank,23132,511764,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76875
GraphBIG,PageRank,23132,511764,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086255781
GraphMat,PageRank,23132,511764,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05726925
PowerGraph,PageRank,23132,511764,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.475
GraphBIG,PageRank,23132,511764,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.081679906
GraphMat,PageRank,23132,511764,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.040822188
PowerGraph,PageRank,23132,511764,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43125
GraphBIG,PageRank,23132,511764,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086998281
GraphMat,PageRank,23132,511764,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0679905
PowerGraph,PageRank,23132,511764,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.425
GraphBIG,PageRank,23132,511764,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0852211
GraphMat,PageRank,23132,511764,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.092373
PowerGraph,PageRank,23132,511764,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45625
GraphBIG,PageRank,23132,511764,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.085948275
GraphMat,PageRank,23132,511764,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17722
PowerGraph,PageRank,23132,511764,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49375
GraphBIG,PageRank,23132,511764,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.098334888
GraphMat,PageRank,23132,511764,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.179449188
PowerGraph,PageRank,23132,511764,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.50625
GAP,PageRank,2239,6452,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00112125
GraphBIG,PageRank,2239,6452,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001642253
GraphMat,PageRank,2239,6452,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007642938
PowerGraph,PageRank,2239,6452,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
GAP,PageRank,2239,6452,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003163125
GraphBIG,PageRank,2239,6452,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001199706
GraphMat,PageRank,2239,6452,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008302813
PowerGraph,PageRank,2239,6452,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
GAP,PageRank,2239,6452,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00261125
GraphBIG,PageRank,2239,6452,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001284078
GraphMat,PageRank,2239,6452,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007616563
PowerGraph,PageRank,2239,6452,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
GAP,PageRank,2239,6452,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00271375
GraphBIG,PageRank,2239,6452,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00139457
GraphMat,PageRank,2239,6452,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008737438
PowerGraph,PageRank,2239,6452,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00625
GAP,PageRank,2239,6452,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003496875
GraphBIG,PageRank,2239,6452,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001412183
GraphMat,PageRank,2239,6452,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009190938
PowerGraph,PageRank,2239,6452,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0125
GAP,PageRank,2239,6452,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003816875
GraphBIG,PageRank,2239,6452,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001420811
GraphMat,PageRank,2239,6452,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010527875
PowerGraph,PageRank,2239,6452,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025
GAP,PageRank,2239,6452,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006495625
GraphBIG,PageRank,2239,6452,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001936883
GraphMat,PageRank,2239,6452,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009936375
PowerGraph,PageRank,2239,6452,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03125
GAP,PageRank,2239,6452,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00779875
GraphBIG,PageRank,2239,6452,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002173722
GraphMat,PageRank,2239,6452,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012556063
PowerGraph,PageRank,2239,6452,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0875
GAP,PageRank,2239,6452,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009158125
GraphBIG,PageRank,2239,6452,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0023375
GraphMat,PageRank,2239,6452,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028638813
PowerGraph,PageRank,2239,6452,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
GAP,PageRank,2239,6452,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010379375
GraphBIG,PageRank,2239,6452,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002440884
GraphMat,PageRank,2239,6452,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021095688
PowerGraph,PageRank,2239,6452,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
Galois,PageRank,1379917,1921660,1,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,0.4471875
GAP,PageRank,1379917,1921660,1,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,0.512004375
GraphBIG,PageRank,1379917,1921660,1,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,1.607928125
GraphMat,PageRank,1379917,1921660,1,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,3.49640375
PowerGraph,PageRank,1379917,1921660,1,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,11.69375
Galois,PageRank,1379917,1921660,2,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,0.44675
GAP,PageRank,1379917,1921660,2,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,0.81404
GraphBIG,PageRank,1379917,1921660,2,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,2.53264375
GraphMat,PageRank,1379917,1921660,2,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,2.013508125
PowerGraph,PageRank,1379917,1921660,2,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,12.50625
Galois,PageRank,1379917,1921660,4,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,0.445875
