Unnamed: 0,dataset,package,algorithm,nvertices,nedges,nthreads,Nodes.in.largest.WCC,Edges.in.largest.WCC,Nodes.in.largest.SCC,Edges.in.largest.SCC,Average.clustering.coefficient,Number.of.triangles,Fraction.of.closed.triangles,Diameter..longest.shortest.path.,X90.percentile.effective.diameter,runtime
1075,parsed-kron-20_0.1_0.2_0.2-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,66.1125
1090,parsed-kron-20_0.2_0.0_0.0-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.1228
1091,parsed-kron-20_0.2_0.0_0.0-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,2.91294
1092,parsed-kron-20_0.2_0.0_0.0-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,150.1866
1093,parsed-kron-20_0.2_0.0_0.0-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,24.14838
1094,parsed-kron-20_0.2_0.0_0.0-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,66.7125
1109,parsed-kron-20_0.2_0.0_0.1-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.1126
1110,parsed-kron-20_0.2_0.0_0.1-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,3.508732
1111,parsed-kron-20_0.2_0.0_0.1-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,151.5552
1112,parsed-kron-20_0.2_0.0_0.1-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,23.00608
1113,parsed-kron-20_0.2_0.0_0.1-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,65.6375
1128,parsed-kron-20_0.2_0.0_0.2-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.1112
1129,parsed-kron-20_0.2_0.0_0.2-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,2.904124
1130,parsed-kron-20_0.2_0.0_0.2-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,120.2698
1131,parsed-kron-20_0.2_0.0_0.2-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,24.2897
1132,parsed-kron-20_0.2_0.0_0.2-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,65.69375
1147,parsed-kron-20_0.2_0.0_0.3-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.1236
1148,parsed-kron-20_0.2_0.0_0.3-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,3.083478
1149,parsed-kron-20_0.2_0.0_0.3-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,149.2324
1150,parsed-kron-20_0.2_0.0_0.3-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,22.75738
1151,parsed-kron-20_0.2_0.0_0.3-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,66.490625
1166,parsed-kron-20_0.2_0.0_0.4-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.167
1167,parsed-kron-20_0.2_0.0_0.4-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,2.784266
1168,parsed-kron-20_0.2_0.0_0.4-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,158.6636
1169,parsed-kron-20_0.2_0.0_0.4-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,24.34256
1170,parsed-kron-20_0.2_0.0_0.4-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,65.4375
1190,parsed-kron-20_0.2_0.0_0.6-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.1148
1191,parsed-kron-20_0.2_0.0_0.6-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,2.691208
1192,parsed-kron-20_0.2_0.0_0.6-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,153.5504
1193,parsed-kron-20_0.2_0.0_0.6-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,27.06146
1194,parsed-kron-20_0.2_0.0_0.6-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,66.09375
1209,parsed-kron-20_0.2_0.1_0.0-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.1332
1210,parsed-kron-20_0.2_0.1_0.0-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,2.891244
1211,parsed-kron-20_0.2_0.1_0.0-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,153.7352
1212,parsed-kron-20_0.2_0.1_0.0-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,23.03086
1213,parsed-kron-20_0.2_0.1_0.0-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,66.775
1228,parsed-kron-20_0.2_0.1_0.1-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.1014
1229,parsed-kron-20_0.2_0.1_0.1-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,3.510038
1230,parsed-kron-20_0.2_0.1_0.1-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,150.0636
1231,parsed-kron-20_0.2_0.1_0.1-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,22.92056
1232,parsed-kron-20_0.2_0.1_0.1-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,66.546875
1247,parsed-kron-20_0.2_0.1_0.2-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.1042
1248,parsed-kron-20_0.2_0.1_0.2-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,2.892952
1249,parsed-kron-20_0.2_0.1_0.2-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,149.8574
1250,parsed-kron-20_0.2_0.1_0.2-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,23.03
1251,parsed-kron-20_0.2_0.1_0.2-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,65.334375
1266,parsed-kron-20_0.2_0.1_0.3-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.1284
1267,parsed-kron-20_0.2_0.1_0.3-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,3.15406
1268,parsed-kron-20_0.2_0.1_0.3-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,151.207
1269,parsed-kron-20_0.2_0.1_0.3-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,22.9935
1270,parsed-kron-20_0.2_0.1_0.3-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,66.0
1285,parsed-kron-20_0.2_0.1_0.4-1.csv,Galois,PageRank,1048576,16777216,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.159
1286,parsed-kron-20_0.2_0.1_0.4-1.csv,GAP,PageRank,1048576,16777216,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.111918
1287,parsed-kron-20_0.2_0.1_0.4-1.csv,GraphBIG,PageRank,1048576,16777216,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.1054
1288,parsed-kron-20_0.2_0.1_0.4-1.csv,GraphMat,PageRank,1048576,16777216,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.34184
1289,parsed-kron-20_0.2_0.1_0.4-1.csv,PowerGraph,PageRank,1048576,16777216,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.853125
1304,parsed-kron-20_0.2_0.2_0.0-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.1666
1305,parsed-kron-20_0.2_0.2_0.0-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,2.790464
1306,parsed-kron-20_0.2_0.2_0.0-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,149.5242
1307,parsed-kron-20_0.2_0.2_0.0-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,24.9696
1308,parsed-kron-20_0.2_0.2_0.0-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,65.984375
1323,parsed-kron-20_0.2_0.2_0.1-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.1308
1324,parsed-kron-20_0.2_0.2_0.1-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,3.000398
1325,parsed-kron-20_0.2_0.2_0.1-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,119.1166
1326,parsed-kron-20_0.2_0.2_0.1-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,23.9853
1327,parsed-kron-20_0.2_0.2_0.1-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,65.6875
1342,parsed-kron-20_0.3_0.0_0.0-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.1586
1343,parsed-kron-20_0.3_0.0_0.0-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,2.790856
1344,parsed-kron-20_0.3_0.0_0.0-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,155.189
1345,parsed-kron-20_0.3_0.0_0.0-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,23.44774
1346,parsed-kron-20_0.3_0.0_0.0-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,64.41875
1361,parsed-kron-20_0.3_0.0_0.1-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.1
1362,parsed-kron-20_0.3_0.0_0.1-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,2.932602
1363,parsed-kron-20_0.3_0.0_0.1-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,133.95
1364,parsed-kron-20_0.3_0.0_0.1-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,22.91514
1365,parsed-kron-20_0.3_0.0_0.1-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,65.865625
1380,parsed-kron-20_0.3_0.0_0.2-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.1774
1381,parsed-kron-20_0.3_0.0_0.2-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,3.127142
1382,parsed-kron-20_0.3_0.0_0.2-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,118.9822
1383,parsed-kron-20_0.3_0.0_0.2-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,24.17386
1384,parsed-kron-20_0.3_0.0_0.2-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,66.53125
1399,parsed-kron-20_0.3_0.0_0.3-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.1146
1400,parsed-kron-20_0.3_0.0_0.3-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,2.835504
1401,parsed-kron-20_0.3_0.0_0.3-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,150.1276
1402,parsed-kron-20_0.3_0.0_0.3-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,23.82224
1403,parsed-kron-20_0.3_0.0_0.3-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,66.128125
1418,parsed-kron-20_0.3_0.0_0.4-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.1298
1419,parsed-kron-20_0.3_0.0_0.4-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,3.10838
1420,parsed-kron-20_0.3_0.0_0.4-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,148.6648
1421,parsed-kron-20_0.3_0.0_0.4-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,22.6182
1422,parsed-kron-20_0.3_0.0_0.4-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,65.4625
1437,parsed-kron-20_0.3_0.0_0.5-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.3152
1438,parsed-kron-20_0.3_0.0_0.5-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,3.382436
1439,parsed-kron-20_0.3_0.0_0.5-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,149.1008
1440,parsed-kron-20_0.3_0.0_0.5-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,24.94942
1441,parsed-kron-20_0.3_0.0_0.5-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,66.096875
1456,parsed-kron-20_0.3_0.1_0.0-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.1228
1457,parsed-kron-20_0.3_0.1_0.0-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,2.694728
1458,parsed-kron-20_0.3_0.1_0.0-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,149.5892
1459,parsed-kron-20_0.3_0.1_0.0-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,22.64566
1460,parsed-kron-20_0.3_0.1_0.0-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,66.23125
1475,parsed-kron-20_0.3_0.1_0.1-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.1798
1476,parsed-kron-20_0.3_0.1_0.1-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,2.794768
1477,parsed-kron-20_0.3_0.1_0.1-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,152.7476
1478,parsed-kron-20_0.3_0.1_0.1-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,25.04306
1479,parsed-kron-20_0.3_0.1_0.1-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,65.09375
1494,parsed-kron-20_0.3_0.1_0.2-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.1004
1495,parsed-kron-20_0.3_0.1_0.2-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,3.331918
1496,parsed-kron-20_0.3_0.1_0.2-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,158.4076
1497,parsed-kron-20_0.3_0.1_0.2-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,23.88424
1498,parsed-kron-20_0.3_0.1_0.2-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,66.2125
1513,parsed-kron-20_0.3_0.1_0.3-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.181
1514,parsed-kron-20_0.3_0.1_0.3-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,2.897556
1515,parsed-kron-20_0.3_0.1_0.3-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,160.578
1516,parsed-kron-20_0.3_0.1_0.3-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,22.60964
1517,parsed-kron-20_0.3_0.1_0.3-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,66.11875
1532,parsed-kron-20_0.3_0.2_0.0-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.1136
1533,parsed-kron-20_0.3_0.2_0.0-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,3.071902
1534,parsed-kron-20_0.3_0.2_0.0-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,151.1554
1535,parsed-kron-20_0.3_0.2_0.0-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,22.5932
1536,parsed-kron-20_0.3_0.2_0.0-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,65.49375
1551,parsed-kron-20_0.4_0.0_0.0-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.101
1552,parsed-kron-20_0.4_0.0_0.0-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,3.029822
1553,parsed-kron-20_0.4_0.0_0.0-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,149.0938
1554,parsed-kron-20_0.4_0.0_0.0-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,22.63386
1555,parsed-kron-20_0.4_0.0_0.0-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,65.38125
1570,parsed-kron-20_0.4_0.0_0.1-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.1494
1571,parsed-kron-20_0.4_0.0_0.1-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,3.206038
1572,parsed-kron-20_0.4_0.0_0.1-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,148.695
1573,parsed-kron-20_0.4_0.0_0.1-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,22.60124
1574,parsed-kron-20_0.4_0.0_0.1-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,65.80625
1589,parsed-kron-20_0.4_0.0_0.2-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.1168
1590,parsed-kron-20_0.4_0.0_0.2-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,2.79362
1591,parsed-kron-20_0.4_0.0_0.2-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,159.7824
1592,parsed-kron-20_0.4_0.0_0.2-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,22.57962
1593,parsed-kron-20_0.4_0.0_0.2-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,65.440625
1608,parsed-kron-20_0.4_0.0_0.3-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.2692
1609,parsed-kron-20_0.4_0.0_0.3-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,3.042808
1610,parsed-kron-20_0.4_0.0_0.3-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,159.0122
1611,parsed-kron-20_0.4_0.0_0.3-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,24.43528
1612,parsed-kron-20_0.4_0.0_0.3-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,65.303125
1627,parsed-kron-20_0.4_0.0_0.4-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.1598
1628,parsed-kron-20_0.4_0.0_0.4-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,3.373408
1629,parsed-kron-20_0.4_0.0_0.4-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,149.8586
1630,parsed-kron-20_0.4_0.0_0.4-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,23.77924
1631,parsed-kron-20_0.4_0.0_0.4-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,66.0125
1646,parsed-kron-20_0.4_0.1_0.0-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.1018
