Unnamed: 0,dataset,package,algorithm,nvertices,nedges,nthreads,Nodes.in.largest.WCC,Edges.in.largest.WCC,Nodes.in.largest.SCC,Edges.in.largest.SCC,Average.clustering.coefficient,Number.of.triangles,Fraction.of.closed.triangles,Diameter..longest.shortest.path.,X90.percentile.effective.diameter,runtime
535,parsed-eat-56.csv,PowerGraph,PageRank,23132,511764,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.50625
543,parsed-maayan-figeys-1.csv,GAP,PageRank,2239,6452,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00112125
544,parsed-maayan-figeys-1.csv,GraphBIG,PageRank,2239,6452,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001642253
545,parsed-maayan-figeys-1.csv,GraphMat,PageRank,2239,6452,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007642938
554,parsed-maayan-figeys-2.csv,GAP,PageRank,2239,6452,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003163125
555,parsed-maayan-figeys-2.csv,GraphBIG,PageRank,2239,6452,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001199706
556,parsed-maayan-figeys-2.csv,GraphMat,PageRank,2239,6452,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008302813
565,parsed-maayan-figeys-4.csv,GAP,PageRank,2239,6452,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00261125
566,parsed-maayan-figeys-4.csv,GraphBIG,PageRank,2239,6452,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001284078
567,parsed-maayan-figeys-4.csv,GraphMat,PageRank,2239,6452,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007616563
576,parsed-maayan-figeys-8.csv,GAP,PageRank,2239,6452,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00271375
577,parsed-maayan-figeys-8.csv,GraphBIG,PageRank,2239,6452,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00139457
578,parsed-maayan-figeys-8.csv,GraphMat,PageRank,2239,6452,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008737438
579,parsed-maayan-figeys-8.csv,PowerGraph,PageRank,2239,6452,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00625
587,parsed-maayan-figeys-16.csv,GAP,PageRank,2239,6452,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003496875
588,parsed-maayan-figeys-16.csv,GraphBIG,PageRank,2239,6452,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001412183
589,parsed-maayan-figeys-16.csv,GraphMat,PageRank,2239,6452,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009190938
590,parsed-maayan-figeys-16.csv,PowerGraph,PageRank,2239,6452,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0125
598,parsed-maayan-figeys-24.csv,GAP,PageRank,2239,6452,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003816875
599,parsed-maayan-figeys-24.csv,GraphBIG,PageRank,2239,6452,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001420811
600,parsed-maayan-figeys-24.csv,GraphMat,PageRank,2239,6452,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010527875
601,parsed-maayan-figeys-24.csv,PowerGraph,PageRank,2239,6452,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025
609,parsed-maayan-figeys-32.csv,GAP,PageRank,2239,6452,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006495625
610,parsed-maayan-figeys-32.csv,GraphBIG,PageRank,2239,6452,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001936883
611,parsed-maayan-figeys-32.csv,GraphMat,PageRank,2239,6452,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009936375
612,parsed-maayan-figeys-32.csv,PowerGraph,PageRank,2239,6452,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03125
620,parsed-maayan-figeys-40.csv,GAP,PageRank,2239,6452,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00779875
621,parsed-maayan-figeys-40.csv,GraphBIG,PageRank,2239,6452,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002173722
622,parsed-maayan-figeys-40.csv,GraphMat,PageRank,2239,6452,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012556063
623,parsed-maayan-figeys-40.csv,PowerGraph,PageRank,2239,6452,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0875
631,parsed-maayan-figeys-48.csv,GAP,PageRank,2239,6452,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009158125
632,parsed-maayan-figeys-48.csv,GraphBIG,PageRank,2239,6452,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0023375
633,parsed-maayan-figeys-48.csv,GraphMat,PageRank,2239,6452,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028638813
634,parsed-maayan-figeys-48.csv,PowerGraph,PageRank,2239,6452,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
642,parsed-maayan-figeys-56.csv,GAP,PageRank,2239,6452,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010379375
643,parsed-maayan-figeys-56.csv,GraphBIG,PageRank,2239,6452,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002440884
644,parsed-maayan-figeys-56.csv,GraphMat,PageRank,2239,6452,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021095688
645,parsed-maayan-figeys-56.csv,PowerGraph,PageRank,2239,6452,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
654,parsed-roadNet-TX-1.csv,Galois,PageRank,1379917,1921660,1,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,0.4471875
655,parsed-roadNet-TX-1.csv,GAP,PageRank,1379917,1921660,1,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,0.512004375
656,parsed-roadNet-TX-1.csv,GraphBIG,PageRank,1379917,1921660,1,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,1.607928125
657,parsed-roadNet-TX-1.csv,GraphMat,PageRank,1379917,1921660,1,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,3.49640375
658,parsed-roadNet-TX-1.csv,PowerGraph,PageRank,1379917,1921660,1,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,11.69375
668,parsed-roadNet-TX-2.csv,Galois,PageRank,1379917,1921660,2,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,0.44675
669,parsed-roadNet-TX-2.csv,GAP,PageRank,1379917,1921660,2,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,0.81404
670,parsed-roadNet-TX-2.csv,GraphBIG,PageRank,1379917,1921660,2,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,2.53264375
671,parsed-roadNet-TX-2.csv,GraphMat,PageRank,1379917,1921660,2,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,2.013508125
672,parsed-roadNet-TX-2.csv,PowerGraph,PageRank,1379917,1921660,2,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,12.50625
682,parsed-roadNet-TX-4.csv,Galois,PageRank,1379917,1921660,4,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,0.445875
683,parsed-roadNet-TX-4.csv,GAP,PageRank,1379917,1921660,4,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,0.46817625
684,parsed-roadNet-TX-4.csv,GraphBIG,PageRank,1379917,1921660,4,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,1.211306875
685,parsed-roadNet-TX-4.csv,GraphMat,PageRank,1379917,1921660,4,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,1.252193125
686,parsed-roadNet-TX-4.csv,PowerGraph,PageRank,1379917,1921660,4,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,12.4375
696,parsed-roadNet-TX-8.csv,Galois,PageRank,1379917,1921660,8,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,0.446125
697,parsed-roadNet-TX-8.csv,GAP,PageRank,1379917,1921660,8,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,0.24781875
698,parsed-roadNet-TX-8.csv,GraphBIG,PageRank,1379917,1921660,8,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,1.336927875
699,parsed-roadNet-TX-8.csv,GraphMat,PageRank,1379917,1921660,8,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,0.700688188
700,parsed-roadNet-TX-8.csv,PowerGraph,PageRank,1379917,1921660,8,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,9.25
710,parsed-roadNet-TX-16.csv,Galois,PageRank,1379917,1921660,16,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,0.446125
711,parsed-roadNet-TX-16.csv,GAP,PageRank,1379917,1921660,16,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,0.202564375
712,parsed-roadNet-TX-16.csv,GraphBIG,PageRank,1379917,1921660,16,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,1.25952875
713,parsed-roadNet-TX-16.csv,GraphMat,PageRank,1379917,1921660,16,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,0.433670313
714,parsed-roadNet-TX-16.csv,PowerGraph,PageRank,1379917,1921660,16,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,6.21875
724,parsed-roadNet-TX-24.csv,Galois,PageRank,1379917,1921660,24,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,0.4473125
725,parsed-roadNet-TX-24.csv,GAP,PageRank,1379917,1921660,24,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,0.191018125
726,parsed-roadNet-TX-24.csv,GraphBIG,PageRank,1379917,1921660,24,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,1.211300625
727,parsed-roadNet-TX-24.csv,GraphMat,PageRank,1379917,1921660,24,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,0.351608313
728,parsed-roadNet-TX-24.csv,PowerGraph,PageRank,1379917,1921660,24,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,5.29375
738,parsed-roadNet-TX-32.csv,Galois,PageRank,1379917,1921660,32,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,0.4460625
739,parsed-roadNet-TX-32.csv,GAP,PageRank,1379917,1921660,32,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,0.200535625
740,parsed-roadNet-TX-32.csv,GraphBIG,PageRank,1379917,1921660,32,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,1.332800625
741,parsed-roadNet-TX-32.csv,GraphMat,PageRank,1379917,1921660,32,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,0.427200688
742,parsed-roadNet-TX-32.csv,PowerGraph,PageRank,1379917,1921660,32,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,4.66875
752,parsed-roadNet-TX-40.csv,Galois,PageRank,1379917,1921660,40,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,0.446375
753,parsed-roadNet-TX-40.csv,GAP,PageRank,1379917,1921660,40,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,0.20762875
754,parsed-roadNet-TX-40.csv,GraphBIG,PageRank,1379917,1921660,40,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,1.42722125
755,parsed-roadNet-TX-40.csv,GraphMat,PageRank,1379917,1921660,40,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,0.55746925
756,parsed-roadNet-TX-40.csv,PowerGraph,PageRank,1379917,1921660,40,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,4.70625
766,parsed-roadNet-TX-48.csv,Galois,PageRank,1379917,1921660,48,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,0.4469375
767,parsed-roadNet-TX-48.csv,GAP,PageRank,1379917,1921660,48,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,0.21482375
768,parsed-roadNet-TX-48.csv,GraphBIG,PageRank,1379917,1921660,48,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,1.303954375
769,parsed-roadNet-TX-48.csv,GraphMat,PageRank,1379917,1921660,48,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,0.566991
770,parsed-roadNet-TX-48.csv,PowerGraph,PageRank,1379917,1921660,48,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,4.70625
780,parsed-roadNet-TX-56.csv,Galois,PageRank,1379917,1921660,56,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,0.4470625
781,parsed-roadNet-TX-56.csv,GAP,PageRank,1379917,1921660,56,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,0.204694375
782,parsed-roadNet-TX-56.csv,GraphBIG,PageRank,1379917,1921660,56,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,1.279501875
783,parsed-roadNet-TX-56.csv,GraphMat,PageRank,1379917,1921660,56,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,0.668420938
784,parsed-roadNet-TX-56.csv,PowerGraph,PageRank,1379917,1921660,56,0.979,0.978,0.979,0.978,0.047,82869.0,0.02091,1056.0,670.0,4.75
795,parsed-kron-20_0.1_0.0_0.0-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.1706
796,parsed-kron-20_0.1_0.0_0.0-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,3.119706
797,parsed-kron-20_0.1_0.0_0.0-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,152.5924
798,parsed-kron-20_0.1_0.0_0.0-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,22.62648
799,parsed-kron-20_0.1_0.0_0.0-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,65.196875
819,parsed-kron-20_0.1_0.0_0.2-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.1522
820,parsed-kron-20_0.1_0.0_0.2-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,3.339782
821,parsed-kron-20_0.1_0.0_0.2-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,136.2178
822,parsed-kron-20_0.1_0.0_0.2-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,23.06546
823,parsed-kron-20_0.1_0.0_0.2-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,64.678125
838,parsed-kron-20_0.1_0.0_0.3-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.1282
839,parsed-kron-20_0.1_0.0_0.3-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,2.893818
840,parsed-kron-20_0.1_0.0_0.3-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,149.2894
841,parsed-kron-20_0.1_0.0_0.3-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,23.654
842,parsed-kron-20_0.1_0.0_0.3-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,65.8125
857,parsed-kron-20_0.1_0.0_0.4-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.108
858,parsed-kron-20_0.1_0.0_0.4-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,2.785458
859,parsed-kron-20_0.1_0.0_0.4-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,146.8602
860,parsed-kron-20_0.1_0.0_0.4-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,22.58524
861,parsed-kron-20_0.1_0.0_0.4-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,66.540625
881,parsed-kron-20_0.1_0.0_0.6-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.1104
882,parsed-kron-20_0.1_0.0_0.6-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,2.894266
883,parsed-kron-20_0.1_0.0_0.6-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,159.5238
884,parsed-kron-20_0.1_0.0_0.6-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,23.98822
885,parsed-kron-20_0.1_0.0_0.6-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,67.053125
900,parsed-kron-20_0.1_0.0_0.7-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.1054
901,parsed-kron-20_0.1_0.0_0.7-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,3.044632
902,parsed-kron-20_0.1_0.0_0.7-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,150.9096
903,parsed-kron-20_0.1_0.0_0.7-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,22.54816
904,parsed-kron-20_0.1_0.0_0.7-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,67.14375
919,parsed-kron-20_0.1_0.1_0.0-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.1454
920,parsed-kron-20_0.1_0.1_0.0-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,3.3261
921,parsed-kron-20_0.1_0.1_0.0-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,154.049
922,parsed-kron-20_0.1_0.1_0.0-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,22.29834
923,parsed-kron-20_0.1_0.1_0.0-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,66.68125
938,parsed-kron-20_0.1_0.1_0.1-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.1746
939,parsed-kron-20_0.1_0.1_0.1-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,2.794746
940,parsed-kron-20_0.1_0.1_0.1-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,156.6948
941,parsed-kron-20_0.1_0.1_0.1-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,22.62072
942,parsed-kron-20_0.1_0.1_0.1-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,65.13125
957,parsed-kron-20_0.1_0.1_0.2-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.1272
958,parsed-kron-20_0.1_0.1_0.2-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,2.927472
959,parsed-kron-20_0.1_0.1_0.2-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,147.6028
960,parsed-kron-20_0.1_0.1_0.2-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,23.42634
961,parsed-kron-20_0.1_0.1_0.2-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,65.215625
976,parsed-kron-20_0.1_0.1_0.3-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.1584
977,parsed-kron-20_0.1_0.1_0.3-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,2.9057
978,parsed-kron-20_0.1_0.1_0.3-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,143.847
979,parsed-kron-20_0.1_0.1_0.3-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,24.87918
980,parsed-kron-20_0.1_0.1_0.3-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,65.075
995,parsed-kron-20_0.1_0.1_0.4-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.0974
996,parsed-kron-20_0.1_0.1_0.4-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,3.20589
997,parsed-kron-20_0.1_0.1_0.4-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,148.9526
998,parsed-kron-20_0.1_0.1_0.4-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,22.61614
999,parsed-kron-20_0.1_0.1_0.4-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,66.184375
1014,parsed-kron-20_0.1_0.1_0.5-1.csv,Galois,PageRank,1048576,16777216,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1446
1015,parsed-kron-20_0.1_0.1_0.5-1.csv,GAP,PageRank,1048576,16777216,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25034
1016,parsed-kron-20_0.1_0.1_0.5-1.csv,GraphBIG,PageRank,1048576,16777216,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.5488
1017,parsed-kron-20_0.1_0.1_0.5-1.csv,GraphMat,PageRank,1048576,16777216,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3481
1018,parsed-kron-20_0.1_0.1_0.5-1.csv,PowerGraph,PageRank,1048576,16777216,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.703125
1033,parsed-kron-20_0.1_0.2_0.0-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.1186
1034,parsed-kron-20_0.1_0.2_0.0-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,2.793388
1035,parsed-kron-20_0.1_0.2_0.0-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,151.5124
1036,parsed-kron-20_0.1_0.2_0.0-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,24.25112
1037,parsed-kron-20_0.1_0.2_0.0-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,66.765625
1052,parsed-kron-20_0.1_0.2_0.1-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.1198
1053,parsed-kron-20_0.1_0.2_0.1-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,3.395698
1054,parsed-kron-20_0.1_0.2_0.1-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,150.6446
1055,parsed-kron-20_0.1_0.2_0.1-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,25.0821
1056,parsed-kron-20_0.1_0.2_0.1-1.csv,PowerGraph,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,66.746875
1071,parsed-kron-20_0.1_0.2_0.2-1.csv,Galois,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,4.1164
1072,parsed-kron-20_0.1_0.2_0.2-1.csv,GAP,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,2.91611
1073,parsed-kron-20_0.1_0.2_0.2-1.csv,GraphBIG,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,153.4802
1074,parsed-kron-20_0.1_0.2_0.2-1.csv,GraphMat,PageRank,1048576,16777216,1,0.999,1.0,0.999,1.0,0.0957,423625371.0,0.01322,7.0,3.6,25.99676
