226,0.2346776
146,0.2346996
162,0.2348016
369,0.23481
171,0.2348668
258,0.234881
308,0.234902
151,0.2350496
342,0.2350524
167,0.2350996
183,0.2351404
304,0.23519
158,0.2352426
306,0.2352528
217,0.2352756
242,0.2353168
175,0.2353286
250,0.235387
347,0.2354052
133,0.2354426
238,0.2354426
287,0.2354826
177,0.235508
271,0.2356034
310,0.2356762
199,0.2356826
113,0.2357244
119,0.2359894
246,0.2360904
338,0.2361602
222,0.237331
140,0.238458
191,0.2452436
224,0.245908
126,0.246076
45,0.262274
169,0.26539
349,0.267306
122,0.273786
351,0.2761852
40,0.27816925
47,0.3619615
94,0.374538938
426,0.41
442,0.412
536,0.4138
364,0.4138
526,0.4152
414,0.4156
484,0.4164
397,0.4164
542,0.4166
474,0.4168
455,0.417
448,0.4172
532,0.4174
410,0.4178
452,0.418
501,0.4182
491,0.4184
393,0.419
389,0.419
507,0.4192
504,0.4194
510,0.4194
458,0.4196
468,0.4196
404,0.4204
478,0.4214
407,0.4216
432,0.4216
522,0.422
401,0.4224
439,0.4224
465,0.4224
471,0.4226
445,0.4228
513,0.423
462,0.4234
435,0.4234
488,0.4236
497,0.4238
368,0.4244
516,0.4246
421,0.4248
356,0.425
529,0.4252
481,0.4266
381,0.4266
91,0.427384813
417,0.4282
97,0.42836375
429,0.4286
385,0.4288
375,0.4288
372,0.4294
360,0.4296
539,0.4298
378,0.4318
545,0.4324
38,0.433559813
519,0.4374
57,0.4375
494,0.4496
49,0.462378313
402,0.49463513
59,0.50625
298,0.5454
173,0.5482
176,0.5492
335,0.5492
323,0.5492
319,0.5494
311,0.5496
159,0.5498
61,0.55
168,0.55
193,0.5502
214,0.5504
88,0.550799875
210,0.551
251,0.5512
352,0.5514
303,0.5514
135,0.5518
284,0.552
331,0.552
264,0.5522
307,0.5522
180,0.5522
276,0.5526
255,0.553
288,0.553
164,0.5534
243,0.5536
201,0.5542
348,0.5544
130,0.555
259,0.5556
235,0.5558
116,0.556
152,0.5564
231,0.5566
247,0.5568
344,0.5572
223,0.5574
272,0.5576
121,0.5578
197,0.558
143,0.5586
219,0.5588
280,0.5588
184,0.5588
293,0.5596
239,0.56
148,0.5606
268,0.5608
327,0.5638
156,0.5646
101,0.565878688
315,0.5682
139,0.5684
339,0.5708
227,0.5966
346,0.60169006
182,0.60887624
123,0.610195801
221,0.612337801
233,0.612393801
132,0.615465561
329,0.616007572
127,0.61735546
178,0.617545192
241,0.617823132
459,0.618022617
278,0.61808106
161,0.619106172
166,0.61921582
225,0.619263992
282,0.619352391
118,0.619469972
286,0.619537572
150,0.619547631
186,0.619961761
337,0.619999152
274,0.62022384
257,0.6202724
261,0.620379412
353,0.620491132
309,0.620934029
253,0.6209978
237,0.621008372
270,0.621057449
266,0.62120602
205,0.6214
141,0.62151024
174,0.621539451
325,0.621641752
195,0.621769381
190,0.622037029
305,0.622494992
229,0.622853741
245,0.62289542
112,0.622923161
295,0.623051972
290,0.623600161
313,0.623725532
411,0.623808607
321,0.623871229
198,0.623971801
216,0.6241224
207,0.624532192
212,0.62486744
249,0.624952629
300,0.625006783
170,0.625206161
137,0.62665266
154,0.627132821
350,0.640674051
317,0.646253801
145,0.649281372
63,0.65
475,0.662866221
546,0.669826807
436,0.670003596
105,0.673403938
508,0.677239614
511,0.6850086
530,0.688376811
489,0.688765599
446,0.69734899
433,0.702943588
36,0.704361875
394,0.709390821
341,0.71035064
469,0.711418426
109,0.711531625
523,0.711910402
527,0.718361399
418,0.735565586
66,0.7375
453,0.738320797
333,0.74211982
514,0.754099804
495,0.755683399
479,0.755962999
379,0.757917205
537,0.764187189
398,0.76831399
85,0.770559375
443,0.77752817
517,0.798551178
463,0.799644169
520,0.799815181
157,0.802065391
430,0.806697399
498,0.807037153
382,0.807187806
361,0.807655002
492,0.817069169
365,0.818190946
440,0.822567008
427,0.834243135
408,0.835022221
405,0.835297569
415,0.835985976
466,0.836489978
485,0.836787385
502,0.836805191
472,0.844003598
373,0.846380391
482,0.846854397
543,0.849887994
390,0.856207826
456,0.857161789
540,0.862596595
449,0.867361386
376,0.873268006
505,0.874263195
533,0.874463829
386,0.878558365
34,0.995270063
82,1.066170438
203,1.553167812
79,1.654781875
115,2.73272
371,3.271875
367,3.284375
487,3.2875
451,3.2875
114,3.290625
209,3.290625
535,3.290625
359,3.29375
129,3.33125
263,3.334375
125,3.3375
134,3.340625
172,3.340625
420,3.340625
292,3.34375
218,3.346875
525,3.35
384,3.353125
477,3.353125
392,3.359375
461,3.359375
120,3.359375
200,3.3625
343,3.365625
363,3.36875
297,3.36875
424,3.375
396,3.375
413,3.38125
192,3.384375
388,3.384375
188,3.390625
163,3.390625
302,3.403125
147,3.409375
438,3.43125
355,3.44375
400,3.503125
500,3.79375
425,3.85387
98,5.0125
102,5.31875
110,8.1375
