33,6.26e-07
50,6.41e-07
78,9.24e-07
81,0.000233993
84,0.00024122
87,0.000253871
90,0.000266731
52,0.000512779
96,0.000680909
77,0.000765625
67,0.00091356
104,0.0009505
64,0.000974163
108,0.001118228
100,0.001130924
24,0.001214813
35,0.00132662
39,0.001390472
37,0.00139591
20,0.001509
80,0.00159
44,0.00167337
83,0.001715
46,0.001746863
48,0.001925854
6,0.002128125
86,0.002174375
32,0.002958875
89,0.003175
9,0.003196875
28,0.00383525
92,0.0039925
93,0.004059212
13,0.004103586
16,0.004116723
7,0.004151681
5,0.004153514
10,0.00429238
19,0.004350343
23,0.004391548
27,0.004443053
31,0.004511925
12,0.005983125
1,0.00613375
2,0.00625
3,0.0081875
15,0.008451875
0,0.01046875
95,0.019068125
73,0.019564938
29,0.025
99,0.02605125
25,0.03125
103,0.035295
18,0.035901875
8,0.0375
107,0.040463125
71,0.042979
72,0.044188938
58,0.044514313
22,0.046994375
56,0.048142563
60,0.056836625
74,0.058411688
26,0.060785
55,0.061261375
21,0.0625
11,0.0625
70,0.06771125
62,0.071440563
30,0.07201625
75,0.077837563
54,0.079641563
17,0.08125
14,0.0875
4,0.09375
76,0.103728063
68,0.104793188
69,0.11066875
106,0.1166875
42,0.121066813
65,0.1295865
53,0.130733625
503,0.1317646
428,0.133271
499,0.1335188
447,0.1335256
387,0.1336146
518,0.1336726
460,0.1341838
544,0.1346314
509,0.1348478
366,0.1352256
490,0.1353664
377,0.1355228
521,0.1356242
464,0.1358726
528,0.136114
493,0.1366074
399,0.1369008
403,0.1369156
409,0.1373226
541,0.137647
383,0.1377938
431,0.1379892
454,0.1382846
486,0.1386914
512,0.138959
395,0.1394718
524,0.1395588
515,0.1415002
374,0.1419292
534,0.1420056
358,0.1433576
473,0.1446368
476,0.145261
437,0.1461402
380,0.1461738
450,0.1468632
391,0.1472388
457,0.1473054
416,0.1504074
444,0.1505018
496,0.1509958
412,0.151164
470,0.1513762
406,0.1515628
538,0.1532338
41,0.153710938
531,0.1573442
506,0.1574454
480,0.1575528
483,0.1584992
419,0.159351
362,0.1598342
370,0.1618072
441,0.1654526
423,0.167651
467,0.1728504
434,0.1813218
43,0.18883475
51,0.210733938
357,0.216774
281,0.217728
422,0.218864
194,0.218938
332,0.219638
336,0.220052
244,0.220614
220,0.221192
277,0.221246
294,0.221786
149,0.222394
111,0.22252
117,0.222784
265,0.222898
236,0.223046
165,0.223224
340,0.223518
273,0.223654
211,0.223658
160,0.223772
289,0.22382
136,0.223904
312,0.223914
260,0.223958
215,0.224036
240,0.224054
248,0.22409
256,0.224226
185,0.224228
189,0.22435
228,0.224458
285,0.224486
131,0.22452
144,0.224554
202,0.22473
232,0.224832
181,0.224848
320,0.224878
316,0.22489
328,0.225246
345,0.225396
324,0.225424
252,0.22573
179,0.2263548
204,0.2278648
269,0.228772
153,0.228974
196,0.2293148
187,0.2295236
142,0.2297416
208,0.2299076
206,0.230132
234,0.230512
334,0.2314802
299,0.232338
230,0.2324576
322,0.2325582
128,0.2328712
124,0.2333004
330,0.2335278
354,0.2336572
138,0.2339066
262,0.233968
291,0.233992
254,0.234091
318,0.234105
275,0.2341104
301,0.234115
155,0.2342134
326,0.2343666
213,0.2343976
267,0.2344036
283,0.234463
314,0.2345094
279,0.234597
296,0.2346098
