algorithm,execution_phase,scale,edges_per_vertex,RMAT_type,insertion_percent,changed_vertices,threads,measurement,value
CC,insertion,24,8,G,100,1000000,4,Time (s),0.142273
CC,insertion,24,8,G,100,1000000,4,Time (s),0.246422
CC,insertion,24,8,G,100,1000000,4,Time (s),0.218345
CC,insertion,24,8,G,100,1000000,4,Time (s),0.150024
CC,insertion,24,8,G,100,1000000,4,Time (s),0.232169
CC,insertion,24,8,G,100,1000000,4,Time (s),0.232298
CC,deletion,24,8,G,100,1000000,4,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,4,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,4,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,4,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,4,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,4,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,4,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,4,Time (s),0.000000
CC,All,24,8,G,100,1000000,4,Time (s),4.353708
CC,All,24,8,G,100,1000000,4,Time (s),4.319594
CC,All,24,8,G,100,1000000,4,Time (s),4.302596
CC,All,24,8,G,100,1000000,4,Time (s),4.341905
CC,All,24,8,G,100,1000000,4,Time (s),4.254058
CC,All,24,8,G,100,1000000,4,Time (s),4.279839
CC,All,24,8,G,100,1000000,4,Time (s),4.398125
CC,All,24,8,G,100,1000000,4,Time (s),4.343419
Galois,All,24,8,ER,100,1000000,8,Time (s),0.344
Galois,All,24,8,ER,100,1000000,8,Time (s),0.347
Galois,All,24,8,ER,100,1000000,8,Time (s),0.344
Galois,All,24,8,ER,100,1000000,8,Time (s),0.347
Galois,All,24,8,ER,100,1000000,8,Time (s),0.407
Galois,All,24,8,ER,100,1000000,8,Time (s),0.411
Galois,All,24,8,ER,100,1000000,8,Time (s),0.348
Galois,All,24,8,ER,100,1000000,8,Time (s),0.347
Galois,All,24,8,G,100,1000000,8,Time (s),1.879
Galois,All,24,8,G,100,1000000,8,Time (s),1.473
Galois,All,24,8,G,100,1000000,8,Time (s),1.842
Galois,All,24,8,G,100,1000000,8,Time (s),1.467
Galois,All,24,8,G,100,1000000,8,Time (s),1.853
Galois,All,24,8,G,100,1000000,8,Time (s),1.459
Galois,All,24,8,G,100,1000000,8,Time (s),1.544
Galois,All,24,8,G,100,1000000,8,Time (s),1.644
CC,insertion,24,8,G,100,1000000,8,Time (s),0.212106
CC,insertion,24,8,G,100,1000000,8,Time (s),0.277633
CC,insertion,24,8,G,100,1000000,8,Time (s),0.156995
CC,insertion,24,8,G,100,1000000,8,Time (s),0.129594
CC,insertion,24,8,G,100,1000000,8,Time (s),0.219933
CC,insertion,24,8,G,100,1000000,8,Time (s),0.261276
CC,insertion,24,8,G,100,1000000,8,Time (s),0.134090
CC,insertion,24,8,G,100,1000000,8,Time (s),0.186713
CC,deletion,24,8,G,100,1000000,8,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,8,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,8,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,8,Time (s),0.000001
CC,deletion,24,8,G,100,1000000,8,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,8,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,8,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,8,Time (s),0.000000
CC,All,24,8,G,100,1000000,8,Time (s),2.473586
CC,All,24,8,G,100,1000000,8,Time (s),2.766004
CC,All,24,8,G,100,1000000,8,Time (s),2.432561
CC,All,24,8,G,100,1000000,8,Time (s),2.395988
CC,All,24,8,G,100,1000000,8,Time (s),2.484436
CC,All,24,8,G,100,1000000,8,Time (s),2.494121
CC,All,24,8,G,100,1000000,8,Time (s),2.426406
CC,All,24,8,G,100,1000000,8,Time (s),2.460860
Galois,All,24,8,ER,100,1000000,16,Time (s),0.567
Galois,All,24,8,ER,100,1000000,16,Time (s),0.558
Galois,All,24,8,ER,100,1000000,16,Time (s),0.548
Galois,All,24,8,ER,100,1000000,16,Time (s),0.548
Galois,All,24,8,ER,100,1000000,16,Time (s),0.544
Galois,All,24,8,ER,100,1000000,16,Time (s),0.513
Galois,All,24,8,ER,100,1000000,16,Time (s),0.557
Galois,All,24,8,ER,100,1000000,16,Time (s),0.538
Galois,All,24,8,G,100,1000000,16,Time (s),1.118
Galois,All,24,8,G,100,1000000,16,Time (s),1.217
Galois,All,24,8,G,100,1000000,16,Time (s),1.109
Galois,All,24,8,G,100,1000000,16,Time (s),1.117
Galois,All,24,8,G,100,1000000,16,Time (s),1.105
Galois,All,24,8,G,100,1000000,16,Time (s),1.155
Galois,All,24,8,G,100,1000000,16,Time (s),1.222
Galois,All,24,8,G,100,1000000,16,Time (s),1.13
CC,insertion,24,8,G,100,1000000,16,Time (s),0.143550
CC,insertion,24,8,G,100,1000000,16,Time (s),0.106308
CC,insertion,24,8,G,100,1000000,16,Time (s),0.110853
CC,insertion,24,8,G,100,1000000,16,Time (s),0.185430
CC,insertion,24,8,G,100,1000000,16,Time (s),0.190163
CC,insertion,24,8,G,100,1000000,16,Time (s),0.150100
CC,insertion,24,8,G,100,1000000,16,Time (s),0.106957
CC,insertion,24,8,G,100,1000000,16,Time (s),0.190862
CC,deletion,24,8,G,100,1000000,16,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,16,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,16,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,16,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,16,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,16,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,16,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,16,Time (s),0.000000
CC,All,24,8,G,100,1000000,16,Time (s),1.674502
CC,All,24,8,G,100,1000000,16,Time (s),1.638596
CC,All,24,8,G,100,1000000,16,Time (s),1.614240
CC,All,24,8,G,100,1000000,16,Time (s),1.700250
CC,All,24,8,G,100,1000000,16,Time (s),1.833595
CC,All,24,8,G,100,1000000,16,Time (s),1.669997
CC,All,24,8,G,100,1000000,16,Time (s),1.536336
CC,All,24,8,G,100,1000000,16,Time (s),1.837029
Galois,All,24,8,ER,100,1000000,32,Time (s),0.455
Galois,All,24,8,ER,100,1000000,32,Time (s),0.458
Galois,All,24,8,ER,100,1000000,32,Time (s),0.448
Galois,All,24,8,ER,100,1000000,32,Time (s),0.453
Galois,All,24,8,ER,100,1000000,32,Time (s),0.462
Galois,All,24,8,ER,100,1000000,32,Time (s),0.46
Galois,All,24,8,ER,100,1000000,32,Time (s),0.458
Galois,All,24,8,ER,100,1000000,32,Time (s),0.45
Galois,All,24,8,G,100,1000000,32,Time (s),1.034
Galois,All,24,8,G,100,1000000,32,Time (s),0.977
Galois,All,24,8,G,100,1000000,32,Time (s),0.961
Galois,All,24,8,G,100,1000000,32,Time (s),0.974
Galois,All,24,8,G,100,1000000,32,Time (s),0.947
Galois,All,24,8,G,100,1000000,32,Time (s),1.036
Galois,All,24,8,G,100,1000000,32,Time (s),0.94
Galois,All,24,8,G,100,1000000,32,Time (s),1.008
CC,insertion,24,8,G,100,1000000,32,Time (s),0.100579
CC,insertion,24,8,G,100,1000000,32,Time (s),0.093647
CC,insertion,24,8,G,100,1000000,32,Time (s),0.164961
CC,insertion,24,8,G,100,1000000,32,Time (s),0.109838
CC,insertion,24,8,G,100,1000000,32,Time (s),0.107092
CC,insertion,24,8,G,100,1000000,32,Time (s),0.108601
CC,insertion,24,8,G,100,1000000,32,Time (s),0.159765
CC,insertion,24,8,G,100,1000000,32,Time (s),0.093796
CC,deletion,24,8,G,100,1000000,32,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,32,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,32,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,32,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,32,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,32,Time (s),0.000001
CC,deletion,24,8,G,100,1000000,32,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,32,Time (s),0.000000
CC,All,24,8,G,100,1000000,32,Time (s),1.476510
CC,All,24,8,G,100,1000000,32,Time (s),1.558165
CC,All,24,8,G,100,1000000,32,Time (s),1.601304
CC,All,24,8,G,100,1000000,32,Time (s),1.515260
CC,All,24,8,G,100,1000000,32,Time (s),1.515168
CC,All,24,8,G,100,1000000,32,Time (s),1.570853
CC,All,24,8,G,100,1000000,32,Time (s),1.619137
CC,All,24,8,G,100,1000000,32,Time (s),1.630248
Galois,All,24,8,ER,100,1000000,48,Time (s),0.611
Galois,All,24,8,ER,100,1000000,48,Time (s),0.596
Galois,All,24,8,ER,100,1000000,48,Time (s),0.62
Galois,All,24,8,ER,100,1000000,48,Time (s),0.597
Galois,All,24,8,ER,100,1000000,48,Time (s),0.791
Galois,All,24,8,ER,100,1000000,48,Time (s),0.627
Galois,All,24,8,ER,100,1000000,48,Time (s),0.628
Galois,All,24,8,ER,100,1000000,48,Time (s),0.62
Galois,All,24,8,G,100,1000000,48,Time (s),0.988
Galois,All,24,8,G,100,1000000,48,Time (s),0.949
Galois,All,24,8,G,100,1000000,48,Time (s),0.969
Galois,All,24,8,G,100,1000000,48,Time (s),0.984
Galois,All,24,8,G,100,1000000,48,Time (s),0.921
Galois,All,24,8,G,100,1000000,48,Time (s),1.01
Galois,All,24,8,G,100,1000000,48,Time (s),0.915
Galois,All,24,8,G,100,1000000,48,Time (s),0.951
CC,insertion,24,8,G,100,1000000,48,Time (s),0.198593
CC,insertion,24,8,G,100,1000000,48,Time (s),0.192369
CC,insertion,24,8,G,100,1000000,48,Time (s),0.210293
CC,insertion,24,8,G,100,1000000,48,Time (s),0.202362
CC,insertion,24,8,G,100,1000000,48,Time (s),0.217588
CC,insertion,24,8,G,100,1000000,48,Time (s),0.200373
CC,insertion,24,8,G,100,1000000,48,Time (s),0.214910
CC,insertion,24,8,G,100,1000000,48,Time (s),0.206525
CC,deletion,24,8,G,100,1000000,48,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,48,Time (s),0.000001
CC,deletion,24,8,G,100,1000000,48,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,48,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,48,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,48,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,48,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,48,Time (s),0.000000
CC,All,24,8,G,100,1000000,48,Time (s),1.549674
CC,All,24,8,G,100,1000000,48,Time (s),1.573003
CC,All,24,8,G,100,1000000,48,Time (s),1.672541
CC,All,24,8,G,100,1000000,48,Time (s),1.727970
CC,All,24,8,G,100,1000000,48,Time (s),1.619309
CC,All,24,8,G,100,1000000,48,Time (s),1.651431
CC,All,24,8,G,100,1000000,48,Time (s),1.619732
CC,All,24,8,G,100,1000000,48,Time (s),1.593687
Galois,All,24,8,ER,100,1000000,64,Time (s),0.553
Galois,All,24,8,ER,100,1000000,64,Time (s),0.535
Galois,All,24,8,ER,100,1000000,64,Time (s),0.541
Galois,All,24,8,ER,100,1000000,64,Time (s),0.54
Galois,All,24,8,ER,100,1000000,64,Time (s),0.519
Galois,All,24,8,ER,100,1000000,64,Time (s),0.534
Galois,All,24,8,ER,100,1000000,64,Time (s),0.531
Galois,All,24,8,ER,100,1000000,64,Time (s),0.53
Galois,All,24,8,G,100,1000000,64,Time (s),0.882
Galois,All,24,8,G,100,1000000,64,Time (s),0.854
Galois,All,24,8,G,100,1000000,64,Time (s),0.949
Galois,All,24,8,G,100,1000000,64,Time (s),0.86
Galois,All,24,8,G,100,1000000,64,Time (s),0.888
Galois,All,24,8,G,100,1000000,64,Time (s),0.922
Galois,All,24,8,G,100,1000000,64,Time (s),0.894
Galois,All,24,8,G,100,1000000,64,Time (s),0.865
CC,insertion,24,8,G,100,1000000,64,Time (s),0.187355
CC,insertion,24,8,G,100,1000000,64,Time (s),0.179260
CC,insertion,24,8,G,100,1000000,64,Time (s),0.181902
CC,insertion,24,8,G,100,1000000,64,Time (s),0.187328
CC,insertion,24,8,G,100,1000000,64,Time (s),0.174103
CC,insertion,24,8,G,100,1000000,64,Time (s),0.202943
CC,insertion,24,8,G,100,1000000,64,Time (s),0.192255
CC,insertion,24,8,G,100,1000000,64,Time (s),0.185527
CC,deletion,24,8,G,100,1000000,64,Time (s),0.000001
CC,deletion,24,8,G,100,1000000,64,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,64,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,64,Time (s),0.000001
CC,deletion,24,8,G,100,1000000,64,Time (s),0.000001
CC,deletion,24,8,G,100,1000000,64,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,64,Time (s),0.000001
CC,deletion,24,8,G,100,1000000,64,Time (s),0.000000
CC,All,24,8,G,100,1000000,64,Time (s),1.663017
CC,All,24,8,G,100,1000000,64,Time (s),1.750132
CC,All,24,8,G,100,1000000,64,Time (s),1.711324
CC,All,24,8,G,100,1000000,64,Time (s),1.601986
CC,All,24,8,G,100,1000000,64,Time (s),1.619347
CC,All,24,8,G,100,1000000,64,Time (s),1.731193
CC,All,24,8,G,100,1000000,64,Time (s),1.783039
CC,All,24,8,G,100,1000000,64,Time (s),1.700030
Galois,All,24,8,ER,100,1000000,72,Time (s),0.526
Galois,All,24,8,ER,100,1000000,72,Time (s),0.511
Galois,All,24,8,ER,100,1000000,72,Time (s),0.529
Galois,All,24,8,ER,100,1000000,72,Time (s),0.515
Galois,All,24,8,ER,100,1000000,72,Time (s),0.528
Galois,All,24,8,ER,100,1000000,72,Time (s),0.553
Galois,All,24,8,ER,100,1000000,72,Time (s),0.542
Galois,All,24,8,ER,100,1000000,72,Time (s),0.513
Galois,All,24,8,G,100,1000000,72,Time (s),0.803
Galois,All,24,8,G,100,1000000,72,Time (s),0.787
Galois,All,24,8,G,100,1000000,72,Time (s),0.896
Galois,All,24,8,G,100,1000000,72,Time (s),0.765
Galois,All,24,8,G,100,1000000,72,Time (s),0.773
Galois,All,24,8,G,100,1000000,72,Time (s),0.816
Galois,All,24,8,G,100,1000000,72,Time (s),0.78
Galois,All,24,8,G,100,1000000,72,Time (s),0.785
CC,insertion,24,8,G,100,1000000,72,Time (s),0.182398
CC,insertion,24,8,G,100,1000000,72,Time (s),0.169446
CC,insertion,24,8,G,100,1000000,72,Time (s),0.182421
CC,insertion,24,8,G,100,1000000,72,Time (s),0.181798
CC,insertion,24,8,G,100,1000000,72,Time (s),0.205371
CC,insertion,24,8,G,100,1000000,72,Time (s),0.205314
CC,insertion,24,8,G,100,1000000,72,Time (s),0.176236
CC,insertion,24,8,G,100,1000000,72,Time (s),0.170254
CC,deletion,24,8,G,100,1000000,72,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,72,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,72,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,72,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,72,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,72,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,72,Time (s),0.000000
CC,deletion,24,8,G,100,1000000,72,Time (s),0.000001
CC,All,24,8,G,100,1000000,72,Time (s),1.710419
CC,All,24,8,G,100,1000000,72,Time (s),1.664302
CC,All,24,8,G,100,1000000,72,Time (s),1.722278
CC,All,24,8,G,100,1000000,72,Time (s),1.755457
CC,All,24,8,G,100,1000000,72,Time (s),1.760071
CC,All,24,8,G,100,1000000,72,Time (s),1.747562
CC,All,24,8,G,100,1000000,72,Time (s),1.624690
CC,All,24,8,G,100,1000000,72,Time (s),1.689963
